id,name,genres
22651,Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,"Kids, Fantasy"
22657,Shin Seikimatsu: Yatsuto no Souguu,"Comedy, Sci-Fi"
22663,Seiken Tsukai no World Break,"Action, Fantasy, Harem, Romance, School, Supernatural"
22671,Momoya x Peeping Life: Go en Desu yo! II,"Slice of Life, Comedy"
22687,Terra Formars,"Action, Sci-Fi, Space, Horror, Drama, Seinen"
22693,Lady Jewelpet,"Fantasy, Magic, Romance, Shoujo"
22729,Aldnoah.Zero,"Action, Military, Sci-Fi, Mecha"
22733,Dragon Collection,"Fantasy, Shounen"
22735,Oreca Battle,Game
22755,Chikasugi Idol Akae-chan,"Comedy, Game, Parody"
22777,Dragon Ball Kai (2014),"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen"
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life"
22789,Barakamon,"Comedy, Slice of Life"
22817,Kindaichi Shounen no Jikenbo Returns,"Mystery, Shounen"
22831,Abarenbou Rikishi!! Matsutarou,"Sports, Seinen"
22835,Himegoto,"Slice of Life, Comedy, Ecchi, School"
22865,Rokujouma no Shinryakusha!? (TV),"Harem, Comedy, Supernatural, School"
22877,Seireitsukai no Blade Dance,"Action, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School"
22953,Hana no Zundamaru: Junk,"Martial Arts, Comedy, Parody"
22955,Francesca,"Fantasy, Comedy"
22983,Hipira-kun ONA,"Comedy, Fantasy, Kids, Supernatural, Vampire"
23001,Manga Jinbutsushi,Historical
23013,Norakuro,Comedy
23037,Bakumatsu Rock,"Action, Music, Comedy, Historical, Shoujo"
23067,Tenkai Knights,"Action, Sci-Fi, Adventure, Comedy, Super Power, Kids, Mecha, Shounen"
23079,Glasslip,"Romance, Slice of Life, Supernatural"
23107,GO-GO Tamagotchi!,"Comedy, Fantasy, Kids"
23121,Jinsei,"Comedy, School, Slice of Life"
23133,M3: Sono Kuroki Hagane,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi"
23135,PriPara,"Music, Slice of Life, School, Shoujo"
23149,47 Todoufuken R,"Comedy, Kids"
23151,Shounen Hollywood: Holly Stage for 49,"Music, Slice of Life, Shoujo"
23199,Durarara!!x2 Shou,"Action, Mystery, Supernatural"
23201,Sengoku Basara: Judge End,"Action, Super Power, Martial Arts, Samurai, Historical"
23209,Sora no Method,"Drama, Fantasy, School, Slice of Life"
23213,Kantoku Fuyuki Todoki,"Comedy, Josei, Slice of Life"
23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,Comedy
23233,Shinmai Maou no Testament,"Action, Ecchi, Fantasy, Romance, Harem, Demons"
23251,Gugure! Kokkuri-san,"Comedy, Supernatural, Shounen"
23259,Gundam: G no Reconguista,"Action, Mecha, Sci-Fi, Space"
23269,Hello!! Kiniro Mosaic,"Slice of Life, Comedy, School, Seinen"
23273,Shigatsu wa Kimi no Uso,"Drama, Music, Romance, School, Shounen"
23277,Saenai Heroine no Sodatekata,"Harem, Comedy, Romance, Ecchi, School"
23281,Psycho-Pass 2,"Action, Sci-Fi, Police, Psychological"
23283,Zankyou no Terror,"Mystery, Psychological, Thriller"
23285,Paulette no Isu,"Slice of Life, Comedy, Kids"
23289,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School"
23309,Rail Wars!,"Action, Harem, Police, Ecchi"
23311,Garo: Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural"
23313,Zettai Zetsumei Dangerous Jiisan,"Comedy, Kids"
23321,Log Horizon 2nd Season,"Action, Game, Adventure, Magic, Fantasy"
23325,Shirogane no Ishi: Argevollen,"Action, Mecha"
23327,Space☆Dandy 2nd Season,"Space, Comedy, Sci-Fi"
23333,DRAMAtical Murder,"Action, Sci-Fi, Super Power, Psychological"
23341,Yoku Wakaru Mahouka!,"Comedy, Magic"
23347,Gan to Gon,"Comedy, Kids"
23349,Kirin Monoshiri Yakata,Kids
23351,Youkaiden Nekome Kozou,"Adventure, Horror, Psychological, Seinen, Supernatural"
23387,Master of Torque,"Action, Sci-Fi"
23393,Shin Don Chuck Monogatari,"Adventure, Kids, Slice of Life"
23401,Tobacco wa Dasai,"School, Slice of Life"
23405,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,"Shounen, Supernatural"
23409,Duel Masters VS,"Action, Adventure, Comedy, Shounen"
23421,Re:␣Hamatora,"Mystery, Comedy, Super Power, Drama"
23433,Shin Strange+,"Slice of Life, Comedy, Josei"
23439,Toki wa Meguru: Tokyo Station,Slice of Life
23499,Gakumon!: Ookami Shoujo wa Kujikenai,"Comedy, School, Shounen"
23511,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,"Action, Game, Comedy, Kids"
23551,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,"Comedy, Slice of Life"
23587,The iDOLM@STER Cinderella Girls,"Comedy, Drama, Music"
23605,Ninja Slayer From Animation,Action
23621,"Sagashita no wa Oheya, Mitsuketa no wa Mirai","Romance, Slice of Life"
23623,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life"
23673,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo"
23737,Neko Pitcher,"Comedy, Sports, Kids"
23755,Nanatsu no Taizai,"Action, Adventure, Ecchi, Fantasy, Magic, Shounen, Supernatural"
23787,Hi☆sCoool! SeHa Girls,"Comedy, Game"
23835,Moonrakers,"Drama, Sci-Fi, Space"
23837,Meisou! Underworld,"Action, Supernatural, Thriller"
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Slice of Life, Comedy, Drama, Romance, School"
23857,Go! Go! Kadendanshi 2nd Season,"Action, Seinen"
23897,Lovely Movie: Itoshi no Muco,Slice of Life
23901,Lovely Movie: Itoshi no Muco Season 2,Slice of Life
23903,Tuzki: Love Assassin,"Comedy, Romance"
23915,The Adventures of Hello Kitty & Friends,"Fantasy, Kids"
23945,Majimoji Rurumo,"Comedy, Magic, Ecchi, Fantasy, School, Shounen"
24011,Lance N' Masques,Fantasy
24031,Denki-gai no Honya-san,"Comedy, Seinen, Slice of Life"
24037,Selector Spread WIXOSS,"Game, Psychological"
24051,Interior,"Adventure, Comedy"
24053,Gunners,"Action, Mecha"
24075,Persona 4 the Golden Animation,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
24121,Patta Potta Monta,"Comedy, Kids, Slice of Life"
24127,Hashi no Mukou,"Historical, Horror, Supernatural"
24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural"
24135,Nobunaga Concerto,"Comedy, Historical, Romance, Shounen"
24169,Detective Conan: The Fugitive Kogorou Mouri,"Mystery, Comedy"
24211,Orenchi no Furo Jijou,"Comedy, Fantasy, Josei"
24231,Hitsugi no Chaika: Avenging Battle,"Action, Adventure, Comedy, Romance, Fantasy"
24277,Yowamushi Pedal: Grande Road,"Comedy, Drama, Shounen, Sports"
24403,Nyanpuku Nyaruma,Comedy
24405,World Trigger,"Action, Sci-Fi, Supernatural, School, Shounen"
24415,Kuroko no Basket 3rd Season,"Comedy, Sports, School, Shounen"
24417,Maido! Urayasu Tekkin Kazoku,"Comedy, Shounen"
24437,World Fool News,"Comedy, Slice of Life"
24439,Kekkai Sensen,"Action, Comedy, Super Power, Supernatural, Vampire, Fantasy, Shounen"
24443,Peeping Life: Shinkon-chan Kansai ni Irasshai,"Comedy, Slice of Life"
24455,Madan no Ou to Vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance"
24625,Gundam Build Fighters Try,"Action, Sci-Fi, Mecha"
24629,Koufuku Graffiti,"Slice of Life, Comedy, Seinen"
24699,Ai Tenchi Muyou!,"Comedy, Sci-Fi, Shounen"
24701,Mushishi Zoku Shou 2nd Season,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
24703,High School DxD BorN,"Action, Comedy, Demons, Ecchi, Harem, Romance, School"
24705,"Ore, Twintail ni Narimasu.","Action, Comedy, Romance, Fantasy, School, Shounen"
24713,Miss Monochrome The Animation: Soccer-hen,"Slice of Life, Comedy, Sports"
24719,Shinrabanshou: Tenchi Shinmei no Shou,"Action, Fantasy, Shounen"
24765,Gakkougurashi!,"Slice of Life, Psychological, School, Horror, Mystery"
24793,Bloody Bunny,Comedy
24807,Kawaii Cook-san,"Music, Slice of Life"
24809,Arigatou Kumanofu,Comedy
24833,Ansatsu Kyoushitsu,"Action, Comedy, School, Shounen"
24835,Mobile Suit Gundam-san,"Comedy, Parody, Mecha"
24839,X Maiden: Izakaya Tamaki,Comedy
24847,Ichigeki Sacchuu!! Hoihoi-san: Legacy,"Comedy, Sci-Fi"
24855,Girlfriend (Kari),"School, Slice of Life"
24873,Juuou Mujin no Fafnir,"Fantasy, Harem, Romance, School"
24875,Barnacle Lou,Kids
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,"Action, Sci-Fi, Space, Mecha, Seinen"
24909,Kaitou Joker,"Adventure, Mystery, Comedy, Shounen"
24969,Sumiko (TV),"Comedy, Slice of Life, Kids"
25013,Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo"
25045,Mijikamon,Comedy
25049,Sushi Ninja,"Action, Comedy, Fantasy"
25059,"Nikoniko, Pun","Fantasy, Comedy, Kids"
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken","Comedy, Ecchi, Harem, Romance, School"
25157,Trinity Seven,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen"
25159,Inou-Battle wa Nichijou-kei no Naka de,"Harem, Slice of Life, Comedy, Supernatural, Romance, School"
25183,Gangsta.,"Action, Drama, Seinen"
25241,AkaKill! Gekijou,Comedy
25283,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School"
25293,Futago no Mahoutsukai Lico to Gli,"Magic, Music"
25377,TOTO Green Challenge,Slice of Life
25393,Master of Torque 2,"Action, Sci-Fi"
25397,Absolute Duo,"Action, Harem, Supernatural, Romance, Ecchi, School"
25429,Isuca,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural"
25517,Magic Kaito 1412,"Adventure, Comedy, Romance, Shounen"
25519,Yuuki Yuuna wa Yuusha de Aru,"Slice of Life, Psychological, Drama, Magic, Fantasy"
25543,M3: Sono Kuroki Hagane Recap,"Action, Mecha"
25609,Genki Genki Non-tan,"Kids, Music"
25611,Genki Genki Non-tan (2004),"Music, Kids"
25615,Genki Genki Non-tan (2006),"Music, Kids"
25649,Junjou Romantica 3,"Comedy, Drama, Romance, Shounen Ai"
25681,Kamisama Hajimemashita◎,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
25717,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,"Adventure, Fantasy, Kids"
25731,Cross Ange: Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi"
25777,Shingeki no Kyojin Season 2,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen"
25809,Oretachi Ijiwaru Kei,Comedy
25835,Shirobako,"Comedy, Drama"
25839,Bonjour♪Koiaji Pâtisserie,"Comedy, Harem, Romance, Shoujo, Slice of Life"
25859,Re-Kan!,"Comedy, School, Seinen, Supernatural"
25867,Rolling☆Girls,"Action, Adventure, Slice of Life, Super Power"
25873,Toukiden Kiwami,"Action, Fantasy, Martial Arts"
25875,"Wake Up, Girl Zoo!",Comedy
25879,Working!!!,"Comedy, Romance, Seinen, Slice of Life"
25939,Mahou Shoujo Lyrical Nanoha ViVid,"Action, Adventure, Magic, Martial Arts"
25965,Backkom 2,"Comedy, Kids"
25967,Backkom Sports,"Comedy, Kids, Sports"
25991,Bishoujo Mobage: Mobami-chan,"Game, Music"
25999,Minna Atsumare! Falcom Gakuen SC,"Parody, Comedy, School, Seinen"
26007,SheepWolf,"Kids, Comedy"
26009,His Lipstick,"Kids, Comedy"
26013,Backkom Mission Impossible,"Comedy, Kids, Parody"
26017,Backkom Specials,"Super Power, Comedy, Kids"
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,"Action, Adventure, Supernatural, Drama, Shounen"
26085,Military!,"Ecchi, Slice of Life, Comedy, Military, Seinen"
26165,Yuri Kuma Arashi,"Psychological, Drama, Fantasy, School, Seinen, Shoujo Ai"
26243,Owari no Seraph,"Action, Military, Supernatural, Drama, Vampire, Shounen"
26347,From Osaka with Cheer!,Slice of Life
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Slice of Life, Comedy, Romance, Seinen"
26351,Nagato Yuki-chan no Shoushitsu,"Comedy, Romance, School, Seinen, Slice of Life"
26395,Teekyuu 4,"Comedy, Shounen, Sports"
26441,Junketsu no Maria,"Comedy, Historical, Magic, Romance, Fantasy, Seinen"
26443,Triage X,"Action, Adventure, Ecchi, Shounen"
26453,Tribe Cool Crew,"Music, School"
27441,Show By Rock!!,"Comedy, Music"
27451,Porong Porong Pororo 2,Kids
27453,Pororo-wa Noraehaeyo,"Kids, Music"
27455,Porong Porong Pororo 3,"Kids, Sci-Fi"
27457,Porong Porong Pororo 4,"Cars, Kids"
27459,Porong Porong Pororo 5,"Kids, Cars"
27465,Pororo Hanguk-e Wass-eoyo,"Adventure, Kids"
27503,Karen Senki,"Action, Sci-Fi"
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,"Action, Slice of Life, Comedy, Magic, Fantasy"
27551,Deko Boko Friends,"Comedy, Kids"
27589,47 Todoufuken,"Kids, Comedy"
27621,Glass no Kamen Desu ga to Z,"Comedy, Parody"
27629,Tantei Kageki Milky Holmes TD,"Mystery, Comedy, Super Power"
27631,God Eater,"Action, Fantasy, Military, Sci-Fi"
27655,Aldnoah.Zero 2nd Season,"Action, Mecha, Sci-Fi, Space"
27663,Baby Steps 2nd Season,"Sports, Romance, School, Shounen"
27687,Oshiri Kajiri Mushi (TV) 3rd Season,"Comedy, Kids"
27693,Heart Cocktail,"Romance, Seinen"
27721,Kasumin,"Fantasy, Kids"
27727,Binan Koukou Chikyuu Boueibu LOVE!,"Slice of Life, Comedy, Parody, Magic, School"
27737,Battle Spirits: Burning Soul,Game
27741,Shounen Hollywood: Holly Stage for 50,"Music, Slice of Life, Shoujo"
27757,Anisava,"Slice of Life, Comedy, Romance"
27775,Plastic Memories,"Sci-Fi, Drama, Romance"
27783,Sword Gai The Animation,"Action, Supernatural, Seinen"
27785,Doamaiger D,"Action, Comedy, Mecha"
27787,Nisekoi:,"Comedy, Harem, Romance, School, Shounen"
27811,Zhong Hua Xiao Zi,"Action, Historical, Demons, Supernatural, Martial Arts, Samurai"
27815,Cardfight!! Vanguard G,"Action, Game, Shounen"
27829,Heavy Object,"Action, Military, Sci-Fi, Mecha"
27831,Durarara!!x2 Ten,"Action, Mystery, Supernatural"
27833,Durarara!!x2 Ketsu,"Action, Mystery, Supernatural"
27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,Comedy
27899,Tokyo Ghoul √A,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen"
27911,Anime de Wakaru Shinryounaika,"Comedy, Seinen"
27927,Urawa no Usagi-chan,"Slice of Life, Comedy, School"
27947,Lupin III (2015),"Action, Adventure, Comedy, Mystery, Seinen"
27949,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,"Magic, Fantasy"
27951,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,"Magic, Fantasy"
27957,Steins;Gate: Soumei Eichi no Cognitive Computing,"Slice of Life, Comedy"
27965,Maboroshi Mabo-chan,"Kids, Adventure, Fantasy"
27989,Hibike! Euphonium,"Music, School, Drama"
27991,K: Return of Kings,"Action, Super Power, Supernatural"
28013,Macross Δ,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha"
28025,Tsukimonogatari,"Mystery, Comedy, Supernatural, Ecchi"
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Romance, Fantasy"
28145,Johnny Cypher,"Action, Adventure, Sci-Fi"
28149,Nihon Animator Mihonichi,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural"
28151,Kujakuou: Sengoku Tensei,"Action, Demons, Historical, Supernatural"
28155,Yoru no Yatterman,"Action, Adventure, Comedy, Drama"
28171,Shokugeki no Souma,"Ecchi, School, Shounen"
28185,Oniku Daisuki! Zeushi-kun 2nd Season,Comedy
28201,Yeonghongibyeong Lazenca,"Action, Adventure, Mecha, Sci-Fi"
28207,Ketsuekigata-kun! 2,Comedy
28215,Saint Seiya: Soul of Gold,"Action, Adventure, Fantasy, Sci-Fi, Shounen"
28221,Etotama,"Action, Comedy, Fantasy"
28223,Death Parade,"Game, Mystery, Psychological, Drama, Thriller"
28247,Pankis! 2-jigen,"Comedy, Music"
28249,Arslan Senki (TV),"Action, Adventure, Drama, Fantasy, Historical, Shounen"
28283,Sengoku Musou,"Action, Historical, Samurai"
28297,Ore Monogatari!!,"Comedy, Romance, Shoujo"
28381,Monster High: Kowa-ike Girls,"Kids, Supernatural, Shoujo"
28387,Joukamachi no Dandelion,"Slice of Life, Comedy, Super Power, Seinen"
28391,Ao no Kanata no Four Rhythm,"Sci-Fi, Sports, Drama, School"
28401,Q Transformers: Kaette Kita Convoy no Nazo,"Slice of Life, Parody, Mecha"
28423,Kyoukai no Rinne (TV),"Comedy, Supernatural, Romance, School, Shounen"
28431,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,"Action, Adventure, Fantasy, Kids"
28497,Rokka no Yuusha,"Action, Adventure, Fantasy, Magic, Mystery"
28537,Garo: Guren no Tsuki,"Action, Demons, Fantasy, Magic, Supernatural"
28591,Timbre A to Z,"Music, Dementia"
28595,Pac-World,"Adventure, Comedy, Sci-Fi"
28607,Hetalia: The World Twinkle,"Comedy, Historical, Parody"
28617,Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural"
28619,Ranpo Kitan: Game of Laplace,Mystery
28621,Subete ga F ni Naru,"Sci-Fi, Mystery, Psychological"
28623,Koutetsujou no Kabaneri,"Action, Horror, Supernatural, Drama, Fantasy"
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,Action
28665,Nenga no Kizuna,Slice of Life
28669,Go! Princess Precure,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo"
28673,Duan Nao,"Thriller, Mystery, Sci-Fi"
28677,Yamada-kun to 7-nin no Majo (TV),"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen"
28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Supernatural"
28717,Luigi's Toy Adventure,Adventure
28733,Ginga Tetsudou 999 (ONA),"Sci-Fi, Adventure, Space, Drama"
28735,Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei"
28791,Gunslinger Stratos The Animation,"Action, Sci-Fi"
28817,Mikagura Gakuen Kumikyoku (TV),"Action, Comedy, School, Shoujo Ai"
28819,Okusama ga Seitokaichou!,"Comedy, Ecchi, Romance, School, Shounen"
28825,Himouto! Umaru-chan,"Comedy, School, Seinen, Slice of Life"
28833,Chain Chronicle: Haecceitas no Hikari,"Action, Adventure, Fantasy, Magic"
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,"Parody, School, Slice of Life"
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,"Slice of Life, Comedy, Shounen"
28869,Kaitou Joker 2nd Season,"Adventure, Comedy, Mystery, Shounen"
28883,Hidan no Aria AA,"Action, School, Shoujo Ai"
28891,Haikyuu!! Second Season,"Comedy, Sports, Drama, School, Shounen"
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","Action, Adventure, Fantasy, Military"
28921,Disney Tsum Tsum,Kids
28927,Owari no Seraph: Nagoya Kessen-hen,"Action, Military, Supernatural, Drama, Vampire, Shounen"
28929,Vampire Holmes,"Mystery, Comedy, Supernatural"
28977,Gintama°,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
28979,To LOVE-Ru Darkness 2nd,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
28981,Ame-iro Cocoa,"Comedy, Slice of Life"
28999,Charlotte,"Drama, School, Super Power"
29017,Wooser no Sono Higurashi: Mugen-hen,"Comedy, Fantasy, Slice of Life"
29035,Robot Girls Z Plus,"Comedy, Mecha, Parody"
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Comedy, Romance, Seinen, Slice of Life"
29087,Wangpai Yushi,"Comedy, Fantasy, School, Shounen, Supernatural"
29089,Yaoguai Mingdan,"Action, Comedy, Fantasy, Romance"
29095,Grisaia no Rakuen,"Drama, Harem, Psychological, Romance"
29163,Sore ga Seiyuu!,"Slice of Life, Comedy"
29173,Tensai Banpaku Opening,Dementia
29325,Koukaku Kidoutai Arise: Alternative Architecture,"Sci-Fi, Police, Psychological, Mecha"
29367,Jam the Housnail,"Adventure, Kids"
29373,Bip to Bap,"Kids, Adventure"
29391,Pinky Wakuwaku Tabi Stroll,Slice of Life
29393,Pinky Monkey no Umareta Hi,Adventure
29395,Fafa Movie,Slice of Life
29397,Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,Slice of Life
29425,Teach,"Adventure, Music, Kids"
29427,Mori no Ratio,"Adventure, Kids, Fantasy"
29429,Straw Byururu,"Adventure, Kids, Magic, Fantasy"
29433,Ken to Kaijuu,"Kids, Magic, Fantasy"
29435,Ongaku Sekai Ryokou,"Music, Kids"
29589,Denpa Kyoushi (TV),"Comedy, Romance, School, Shounen"
29603,Kurokan,Sports
29605,Double Hard,"Action, Martial Arts"
29687,Duel Masters VSR,"Action, Adventure, Comedy, Shounen"
29715,Nar Doma,Comedy
29722,"Eikoku Ikka, Nihon wo Taberu","Comedy, Slice of Life"
29731,Beppu x Peeping Life,"Slice of Life, Comedy"
29746,Kaden Manzai John TV Show!,Comedy
29758,Taboo Tattoo,"Action, Mystery, Comedy, Super Power, Supernatural, Martial Arts, Seinen"
29785,Jitsu wa Watashi wa,"Comedy, Supernatural, Romance, Vampire, Fantasy, School, Shounen"
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Comedy, Ecchi, School"
29787,Gochuumon wa Usagi Desu ka??,"Slice of Life, Comedy"
29803,Overlord,"Action, Adventure, Fantasy, Game, Magic, Supernatural"
29821,Channel 5.5,"Parody, Comedy"
29822,Channel 5.5 2nd Season,"Parody, Comedy"
29836,Akuei to Gacchinpo,"Kids, Comedy"
29843,Akuei to Gacchinpo: Tenkomori,"Kids, Comedy"
29854,Ushio to Tora (TV),"Action, Adventure, Comedy, Demons, Shounen, Supernatural"
29860,Channel 5.5 Prologue: Shin Bangumi Start!,Comedy
29861,Channel 5.5 3rd Season Prologue,Comedy
29865,BAR Kiraware Yasai,Comedy
29876,Chu Feng: B.E.E,"Action, Sci-Fi, Comedy, Romance, Fantasy, Mecha, School"
29935,Qin Shi Ming Yue: Kong Shan Niao Yu,"Action, Historical, Martial Arts, Fantasy"
29936,Qin Shi Ming Yue: Junlin Tianxia,"Action, Historical, Martial Arts, Fantasy"
29937,Qin Shi Ming Yue Zhi: Luosheng Tangxia,"Action, Historical, Martial Arts, Fantasy"
29941,Million Doll,Music
29954,Embah,Dementia
29971,Landmark,Dementia
29972,Hakuchuu Meikyuu,Dementia
29973,Aya Hito Shiki to Iu na no Ishi Hata,Dementia
29974,"Diabolik Lovers More,Blood","Harem, School, Shoujo, Vampire"
29975,Gunslinger Stratos,"Action, Sci-Fi"
29976,Dance with Devils,"Harem, Demons, Supernatural, Romance, Vampire, Shoujo"
29978,001,Comedy
29979,Petting a Dog,Slice of Life
29995,The Embryo Develops into a Fetus,Dementia
30013,Super Short Comics,"Comedy, Parody"
30014,Momokuri,"Comedy, Romance, Slice of Life"
30015,ReLIFE,"Slice of Life, Romance, School"
30016,Nanbaka,"Action, Comedy, Drama"
30028,Sekai Meisaku Douwa Series,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural"
30030,Jewelpet Magical Change,"Comedy, Fantasy, Magic, Shoujo"
30039,Future Card Buddyfight Hundred,Game
30058,Hong Ling Jin Xia,"Action, School"
30080,Inishie no Megami to Houseki no Ite,Action
30091,Chaos Dragon: Sekiryuu Seneki,"Action, Fantasy, Supernatural"
30093,Ball yo Doko e Yuku,Comedy
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,"Action, Comedy"
30105,Fukashigi no Kazoekata,Kids
30106,Graphillion: Kazoeage Oneesan wo Sukue,Kids
30123,Akagami no Shirayuki-hime,"Fantasy, Romance, Drama, Shoujo"
30127,Danchigai,"Comedy, Slice of Life"
30144,Nyuru Nyuru!! Kakusen-kun 2nd Season,Comedy
30152,au x Rope,"Slice of Life, Comedy"
30155,Hoshi no Kirby:  Taose!! Koukaku Majuu Ebizou,"Action, Adventure, Comedy, Fantasy"
30156,Ba La La Xiao Mo Xian Zhi: Meng Huan Xuan Lu,"Comedy, Magic, Shoujo"
30166,Wangpai Yushi Di 0 Ji,"Comedy, Fantasy, School, Shounen, Supernatural"
30173,Fruity Samurai,"Action, Comedy, Samurai, Historical"
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,"Drama, Mystery, Thriller"
30205,Aoharu x Kikanjuu,"Action, Comedy, Sports, Shounen"
30230,Diamond no Ace: Second Season,"Comedy, Sports, School, Shounen"
30232,Tamagotchi! Tamatomo Daishuu GO,"Comedy, Fantasy, Kids"
30240,Prison School,"Comedy, Ecchi, Romance, School, Seinen"
30249,Balgwanghaneun Hyeondaesa,"Slice of Life, Drama"
30251,Venus Project: Climax,"Action, Music"
30276,One Punch Man,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural"
30279,Yuru Yuri San☆Hai!,"Comedy, School, Shoujo Ai, Slice of Life"
30291,Mini Hama: Minimum Hamatora,"Comedy, Mystery, School, Shounen, Super Power"
30296,Rakudai Kishi no Cavalry,"Action, Romance, Ecchi, Fantasy, School"
30307,Monster Musume no Iru Nichijou,"Harem, Comedy, Romance, Ecchi, Fantasy, Seinen"
30324,Obake no Dokurou,"Kids, Supernatural"
30344,The iDOLM@STER Cinderella Girls 2nd Season,"Comedy, Drama, Music"
30355,Wakaba*Girl,"Comedy, School, Slice of Life"
30358,Turnover,"Slice of Life, School"
30363,Shinmai Maou no Testament Burst,"Action, Ecchi, Fantasy, Romance, Harem, Demons"
30367,Lemon Home Animation Gekijou,Comedy
30375,Starmyu,"Music, School, Slice of Life"
30382,Aquarion Logos,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi"
30383,Classroom☆Crisis,"Drama, Romance, School, Sci-Fi"
30384,Miss Monochrome The Animation 2,"Music, Slice of Life, Comedy"
30385,Valkyrie Drive: Mermaid,"Action, Ecchi, Fantasy, Shoujo Ai"
30386,Pikaia!,"Drama, Kids, Slice of Life"
30409,Nepos Napos,"Kids, Fantasy"
30410,Gon 2nd Season,"Action, Adventure, Kids"
30412,Shi Xiong,"Action, Comedy, Horror"
30435,Kankou Taisen Saitama: Sakuya no Tatakai,Unknown
30437,Wakako-zake,"Seinen, Slice of Life"
30442,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,Comedy
30463,Kyoufu Shinbun (2014),"Horror, Demons, Supernatural, Fantasy"
30484,Steins;Gate 0,"Sci-Fi, Thriller"
30485,ChäoS;Child,"Sci-Fi, Mystery, Psychological, Supernatural"
30503,Noragami Aragoto,"Action, Adventure, Comedy, Supernatural, Shounen"
